pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url,file_name
MDExOlB1bGxSZXF1ZXN0MzIxNDcyOTgx,Update ProkkaUtils.py,CLOSED,2019-09-25T23:09:06Z,2019-09-25T23:28:32Z,2019-09-25T23:28:32Z,,jungbluth,https://github.com/bio-boris/ProkkaAnnotationMetaGenome/pull/3,bio-boris++ProkkaAnnotationMetaGenome.csv
MDExOlB1bGxSZXF1ZXN0MzcyNzI1MzM1,Install TagBot as a GitHub Action,MERGED,2020-02-08T15:20:16Z,2020-03-04T11:48:03Z,2020-03-04T11:48:03Z,2020-03-04T11:48:03Z,JuliaTagBot,https://github.com/BioJulia/GenomicAnnotations.jl/pull/3,BioJulia++GenomicAnnotations.jl.csv
MDExOlB1bGxSZXF1ZXN0NDYyODIxMTA1,Parsegff,MERGED,2020-08-04T14:56:25Z,2021-03-25T17:29:03Z,2020-08-04T15:21:54Z,2020-08-04T15:21:54Z,kdyrhage,https://github.com/BioJulia/GenomicAnnotations.jl/pull/4,BioJulia++GenomicAnnotations.jl.csv
MDExOlB1bGxSZXF1ZXN0NjAwODgwMTQ4,Interface,MERGED,2021-03-25T16:21:32Z,2021-03-25T17:28:55Z,2021-03-25T16:29:56Z,2021-03-25T16:29:56Z,kdyrhage,https://github.com/BioJulia/GenomicAnnotations.jl/pull/6,BioJulia++GenomicAnnotations.jl.csv
PR_kwDOB7QJcs5CKvKX,bugfix for delete!(genes),MERGED,2022-11-03T20:56:44Z,2023-09-04T08:45:24Z,2023-09-04T08:45:24Z,2023-09-04T08:45:24Z,hsianktin,https://github.com/BioJulia/GenomicAnnotations.jl/pull/10,BioJulia++GenomicAnnotations.jl.csv
PR_kwDOEzL4eM46UoVE,Dev anno cleanup,MERGED,2022-06-24T16:03:53Z,2022-06-24T16:04:36Z,2022-06-24T16:04:35Z,2022-06-24T16:04:35Z,olsonanl,https://github.com/BV-BRC/p3_genome_annotation/pull/1,BV-BRC++p3_genome_annotation.csv
PR_kwDOEzL4eM5Qoxz6,updating app_spec,MERGED,2023-05-16T17:23:17Z,2023-05-24T18:16:06Z,2023-05-24T18:16:06Z,2023-05-24T18:16:05Z,cucinellclark,https://github.com/BV-BRC/p3_genome_annotation/pull/2,BV-BRC++p3_genome_annotation.csv
PR_kwDOEzL4eM5zsD1Z,Update README,MERGED,2024-06-26T21:45:49Z,2024-06-26T21:45:59Z,2024-06-26T21:45:59Z,2024-06-26T21:45:59Z,olsonanl,https://github.com/BV-BRC/p3_genome_annotation/pull/3,BV-BRC++p3_genome_annotation.csv
PR_kwDOEzL4eM57AmPw,adding normalize parameter to cga app spec,OPEN,2024-09-10T16:35:29Z,2024-09-10T16:35:29Z,,,cucinellclark,https://github.com/BV-BRC/p3_genome_annotation/pull/4,BV-BRC++p3_genome_annotation.csv
MDExOlB1bGxSZXF1ZXN0NjE2MjQ1NDI0,Update README.md,MERGED,2021-04-15T17:50:26Z,2021-04-15T18:07:43Z,2021-04-15T18:07:43Z,2021-04-15T18:07:43Z,sathudeva7,https://github.com/cepdnaclk/e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data/pull/1,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
MDExOlB1bGxSZXF1ZXN0NjE2Mjk1MjM3,Update README.md,MERGED,2021-04-15T19:06:24Z,2021-04-16T15:31:49Z,2021-04-16T15:31:49Z,2021-04-16T15:31:49Z,sathudeva7,https://github.com/cepdnaclk/e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data/pull/2,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
MDExOlB1bGxSZXF1ZXN0NjE2OTI3MzAw,new,MERGED,2021-04-16T15:33:29Z,2021-04-16T15:42:52Z,2021-04-16T15:42:52Z,2021-04-16T15:42:51Z,sathudeva7,https://github.com/cepdnaclk/e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data/pull/3,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
MDExOlB1bGxSZXF1ZXN0NjE2OTQ1Nzgw,Update README.md,MERGED,2021-04-16T16:03:02Z,2021-04-17T17:43:39Z,2021-04-17T17:43:39Z,2021-04-17T17:43:39Z,sathudeva7,https://github.com/cepdnaclk/e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data/pull/4,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
PR_kwDOFInkic48CbyC,Update index.json,MERGED,2022-07-25T12:51:52Z,2022-07-25T19:43:03Z,2022-07-25T19:43:03Z,2022-07-25T19:43:02Z,NuwanJ,https://github.com/cepdnaclk/e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data/pull/5,cepdnaclk++e15-4yp-Optimizing-Mitochondria-Genome-Assembly-And-Annotation-With-Skim-Sequencing-Data.csv
MDExOlB1bGxSZXF1ZXN0MzQ0MDM4Njgx,Create LICENSE,MERGED,2019-11-21T13:45:10Z,2019-11-21T13:49:37Z,2019-11-21T13:49:37Z,2019-11-21T13:49:37Z,cfarkas,https://github.com/cfarkas/annotate_my_genomes/pull/1,cfarkas++annotate_my_genomes.csv
PR_kwDODMnPJc5rucrF,Update annotate_gtf.py,MERGED,2024-04-04T15:32:47Z,2024-04-04T15:42:03Z,2024-04-04T15:42:03Z,2024-04-04T15:42:03Z,cfarkas,https://github.com/cfarkas/annotate_my_genomes/pull/4,cfarkas++annotate_my_genomes.csv
PR_kwDOHKuERc42I0qC,Create LICENSE,MERGED,2022-04-12T23:22:36Z,2022-04-12T23:22:44Z,2022-04-12T23:22:41Z,2022-04-12T23:22:41Z,hyphaltip,https://github.com/Citrus-HLB-Micro/Genome_Fungal_Culture/pull/1,Citrus-HLB-Micro++Genome_Fungal_Culture.csv
PR_kwDODFC6584sgOFX,Automatic download of fastq files,MERGED,2021-09-30T12:20:07Z,2021-09-30T12:20:20Z,2021-09-30T12:20:16Z,2021-09-30T12:20:16Z,cmdoret,https://github.com/cmdoret/Acastellanii_genome_annotation/pull/1,cmdoret++Acastellanii_genome_annotation.csv
PR_kwDOD94Zvc5wCB9d,add bioawk installation instructions,OPEN,2024-05-21T05:32:58Z,2024-05-21T05:35:19Z,,,galicae,https://github.com/conchoecia/genome_assembly_pipelines/pull/10,conchoecia++genome_assembly_pipelines.csv
PR_kwDOD94Zvc5wFNJo,rU deprecated,OPEN,2024-05-21T13:00:59Z,2024-05-21T13:00:59Z,,,galicae,https://github.com/conchoecia/genome_assembly_pipelines/pull/11,conchoecia++genome_assembly_pipelines.csv
PR_kwDOJYA0Gc5Ogqvk,Create Index-Star,MERGED,2023-04-17T19:02:57Z,2023-04-17T19:03:06Z,2023-04-17T19:03:05Z,2023-04-17T19:03:05Z,gleisonm,https://github.com/Dante-von-Zuben/Trypanosoma-cruzi-genome/pull/1,Dante-von-Zuben++Trypanosoma-cruzi-genome.csv
PR_kwDODMREaM588aX7,Briley demo pull request,CLOSED,2024-09-27T16:38:16Z,2024-09-27T16:40:31Z,2024-09-27T16:40:31Z,,bripark86,https://github.com/darencard/GenomeAnnotation/pull/2,darencard++GenomeAnnotation.csv
PR_kwDONQBBcM6CFz6Q,initial Commit,MERGED,2024-11-15T20:56:01Z,2024-11-15T21:30:18Z,2024-11-15T20:56:50Z,2024-11-15T20:56:50Z,ddkroese40,https://github.com/ddkroese40/GenomeSNP_rewrite/pull/1,ddkroese40++GenomeSNP_rewrite.csv
PR_kwDONQBBcM6CGB4C,Add Unit Testing file with overall test,MERGED,2024-11-15T21:28:57Z,2024-11-15T21:30:15Z,2024-11-15T21:29:23Z,2024-11-15T21:29:23Z,ddkroese40,https://github.com/ddkroese40/GenomeSNP_rewrite/pull/2,ddkroese40++GenomeSNP_rewrite.csv
PR_kwDOLctQ6c5o5WoV,chore: move releases to conda-forge,MERGED,2024-03-06T22:30:48Z,2024-03-06T22:31:16Z,2024-03-06T22:31:12Z,2024-03-06T22:31:12Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/1,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5o5WwV,chore(main): release 4.1.0,MERGED,2024-03-06T22:31:20Z,2024-03-06T22:31:44Z,2024-03-06T22:31:35Z,2024-03-06T22:31:35Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/2,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pTB95,chore: avoid CI failure on conda-forge,MERGED,2024-03-11T20:09:07Z,2024-03-11T20:09:32Z,2024-03-11T20:09:29Z,2024-03-11T20:09:29Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/3,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pTCL5,chore(main): release 4.1.1,MERGED,2024-03-11T20:09:36Z,2024-03-11T20:09:55Z,2024-03-11T20:09:49Z,2024-03-11T20:09:49Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/4,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pTbuN,chore: avoid compile error on mac,MERGED,2024-03-11T21:07:30Z,2024-03-11T22:29:44Z,2024-03-11T21:12:17Z,2024-03-11T21:12:17Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/5,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pTdsd,chore(main): release 4.1.2,MERGED,2024-03-11T21:12:25Z,2024-03-11T21:12:43Z,2024-03-11T21:12:36Z,2024-03-11T21:12:36Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/6,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pT6R-,chore: avoid some tests on windows,MERGED,2024-03-11T22:29:57Z,2024-03-11T22:30:10Z,2024-03-11T22:30:05Z,2024-03-11T22:30:05Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/7,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pT6WP,chore(main): release 4.1.3,MERGED,2024-03-11T22:30:13Z,2024-03-11T22:30:28Z,2024-03-11T22:30:21Z,2024-03-11T22:30:21Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/8,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pUNJ4,chore: skip windows tests correctly,MERGED,2024-03-11T23:51:45Z,2024-03-11T23:51:55Z,2024-03-11T23:51:51Z,2024-03-11T23:51:51Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/9,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pUNN7,chore(main): release 4.1.4,MERGED,2024-03-11T23:51:59Z,2024-03-11T23:52:13Z,2024-03-11T23:52:08Z,2024-03-11T23:52:08Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/10,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pUVO_,chore: revert the windows test change,MERGED,2024-03-12T00:34:12Z,2024-03-12T00:35:59Z,2024-03-12T00:34:23Z,2024-03-12T00:34:23Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/11,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pUVR7,chore(main): release 4.1.5,MERGED,2024-03-12T00:34:30Z,2024-03-12T00:36:15Z,2024-03-12T00:36:09Z,2024-03-12T00:36:09Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/12,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pcs6x,chore: reenable tests on windows,MERGED,2024-03-13T01:11:54Z,2024-03-13T01:12:31Z,2024-03-13T01:12:01Z,2024-03-13T01:12:01Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/13,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pctLq,chore(main): release 4.1.6,MERGED,2024-03-13T01:12:39Z,2024-03-13T01:13:22Z,2024-03-13T01:12:47Z,2024-03-13T01:12:47Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/14,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pcu2k,chore: avoid import on Windows,MERGED,2024-03-13T01:17:41Z,2024-03-14T16:57:42Z,2024-03-13T01:17:50Z,2024-03-13T01:17:49Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/15,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pcu-m,chore(main): release 4.1.7,MERGED,2024-03-13T01:18:29Z,2024-03-13T01:26:14Z,2024-03-13T01:26:07Z,2024-03-13T01:26:07Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/16,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqEVE,chore: skip bioconda-dependant tests on conda-forge,MERGED,2024-03-14T17:00:12Z,2024-03-14T17:01:03Z,2024-03-14T17:00:59Z,2024-03-14T17:00:59Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/17,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqEsr,chore(main): release 4.1.8,MERGED,2024-03-14T17:01:09Z,2024-03-14T17:01:40Z,2024-03-14T17:01:32Z,2024-03-14T17:01:32Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/18,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqO_a,feat: list available genome configs (#549),MERGED,2024-03-14T17:25:58Z,2024-03-14T17:26:14Z,2024-03-14T17:26:10Z,2024-03-14T17:26:10Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/19,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqPJ2,chore(main): release 4.2.0,MERGED,2024-03-14T17:26:19Z,2024-03-14T17:45:08Z,2024-03-14T17:45:00Z,2024-03-14T17:45:00Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/20,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqPln,docs: more standard cmake instructions,MERGED,2024-03-14T17:27:32Z,2024-03-14T17:27:49Z,2024-03-14T17:27:45Z,2024-03-14T17:27:45Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/21,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqVxK,chore: avoid osx test failure,MERGED,2024-03-14T17:44:07Z,2024-03-14T17:44:20Z,2024-03-14T17:44:16Z,2024-03-14T17:44:16Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/22,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqhVl,chore: skip gcs-dependent tests on conda-forge,MERGED,2024-03-14T18:15:34Z,2024-03-14T18:15:57Z,2024-03-14T18:15:43Z,2024-03-14T18:15:43Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/23,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5pqhb2,chore(main): release 4.2.1,MERGED,2024-03-14T18:15:52Z,2024-03-14T18:16:50Z,2024-03-14T18:16:43Z,2024-03-14T18:16:43Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/24,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5p0ICs,fix: missing mock for dna boundary,MERGED,2024-03-16T04:26:22Z,2024-03-17T01:43:08Z,2024-03-17T01:43:05Z,2024-03-17T01:43:05Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/25,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5p2W0t,chore(main): release 4.3.0,MERGED,2024-03-17T01:43:14Z,2024-03-27T00:58:43Z,2024-03-27T00:58:25Z,2024-03-27T00:58:25Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/26,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5qzY7m,chore: match_glob minver,MERGED,2024-03-26T14:44:07Z,2024-04-09T22:08:00Z,2024-03-26T14:44:14Z,2024-03-26T14:44:14Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/27,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5q3N3A,feat: compatibility with python 3.10,MERGED,2024-03-27T00:16:18Z,2024-03-27T00:36:56Z,2024-03-27T00:36:50Z,2024-03-27T00:36:50Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/28,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5rGJOL,chore: run unit tests on push,MERGED,2024-03-28T19:49:16Z,2024-03-28T21:15:13Z,2024-03-28T21:15:09Z,2024-03-28T21:15:09Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/29,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5rNEG1,chore: publish docs,MERGED,2024-03-29T22:09:20Z,2024-04-03T21:25:01Z,2024-04-03T21:24:46Z,2024-04-03T21:24:45Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/30,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5ro9G5,chore: separate build caches,MERGED,2024-04-04T01:43:33Z,2024-04-04T14:25:38Z,2024-04-04T14:25:30Z,2024-04-04T14:25:30Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/32,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5rxKAI,feat: use new dedicated requester-pays public bucket,MERGED,2024-04-04T22:18:09Z,2024-04-04T23:28:58Z,2024-04-04T23:28:48Z,2024-04-04T23:28:48Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/33,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5rxSEi,chore: allow arm64,MERGED,2024-04-04T22:47:20Z,2024-04-04T23:32:24Z,2024-04-04T23:32:09Z,2024-04-04T23:32:09Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/34,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5rxbrw,chore(main): release 5.0.0,MERGED,2024-04-04T23:28:58Z,2024-04-04T23:57:23Z,2024-04-04T23:57:15Z,2024-04-04T23:57:15Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/35,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5rxc4C,chore: release 5.0.0,MERGED,2024-04-04T23:36:15Z,2024-04-04T23:54:27Z,2024-04-04T23:54:23Z,2024-04-04T23:54:22Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/36,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5r6bFJ,fix: allow local-only files to be loaded,MERGED,2024-04-06T17:14:16Z,2024-04-08T16:33:52Z,2024-04-08T16:33:48Z,2024-04-08T16:33:48Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/38,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5r6xVf,docs: provide a data starter script,MERGED,2024-04-06T22:10:21Z,2024-04-08T21:18:07Z,2024-04-08T21:17:59Z,2024-04-08T21:17:59Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/39,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sCNty,chore(main): release 5.0.1,MERGED,2024-04-08T16:33:58Z,2024-04-08T21:18:40Z,2024-04-08T21:18:33Z,2024-04-08T21:18:33Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/40,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sSlRB,fix: provide a better hint in case of permissions error,MERGED,2024-04-10T20:58:39Z,2024-04-11T01:35:25Z,2024-04-11T01:32:05Z,2024-04-11T01:32:05Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/42,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sSm8Z,docs: acknowledge past contributors,MERGED,2024-04-10T21:03:38Z,2024-04-11T15:40:32Z,2024-04-11T15:40:27Z,2024-04-11T15:40:27Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/43,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sTWCo,chore: unqualified style warning on newest clang,MERGED,2024-04-11T00:18:38Z,2024-04-11T01:30:55Z,2024-04-11T01:30:44Z,2024-04-11T01:30:44Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/44,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sTtQh,chore(main): release 5.0.2,MERGED,2024-04-11T01:32:14Z,2024-05-09T15:59:39Z,2024-05-09T15:59:30Z,2024-05-09T15:59:30Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/45,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sXfwQ,refactor(vcf): isolate ancestral variant handling,MERGED,2024-04-11T14:20:05Z,2024-04-11T18:58:03Z,2024-04-11T18:57:59Z,2024-04-11T18:57:59Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/46,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sZTSJ,refactor: consolidate allow/exclude interval,MERGED,2024-04-11T19:01:24Z,2024-04-12T14:26:49Z,2024-04-12T14:26:48Z,2024-04-12T14:26:48Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/47,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sa2fJ,chore: fix errors when building in CLion,MERGED,2024-04-12T00:25:03Z,2024-04-12T14:24:23Z,2024-04-12T14:24:21Z,2024-04-12T14:24:21Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/48,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5sf9hc,refactor(vcf): simpler sample_name C interface,MERGED,2024-04-12T14:38:37Z,2024-04-15T14:21:36Z,2024-04-15T14:21:36Z,2024-04-15T14:21:36Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/49,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5slrZF,chore: versionize docs,MERGED,2024-04-14T05:58:53Z,2024-04-15T14:36:33Z,2024-04-15T14:36:32Z,2024-04-15T14:36:32Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/50,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5ssQ0d,docs: restore and document link to versionized docs,MERGED,2024-04-15T15:22:02Z,2024-04-15T18:13:24Z,2024-04-15T18:13:23Z,2024-04-15T18:13:23Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/51,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5stcG4,refactor(vcf): specify bit lengths explicitly for vcfbin,MERGED,2024-04-15T17:59:12Z,2024-04-15T18:27:24Z,2024-04-15T18:27:23Z,2024-04-15T18:27:23Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/52,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5uSY4-,fix: avoid user confusion when loading annotation,MERGED,2024-05-01T20:51:43Z,2024-05-09T15:57:00Z,2024-05-09T15:57:00Z,2024-05-09T15:57:00Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/53,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5uTA0N,fix: avoid errors when blob metadata is None,MERGED,2024-05-01T23:57:18Z,2024-05-09T15:27:09Z,2024-05-09T15:27:07Z,2024-05-09T15:27:07Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/54,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5vmEtE,fix: ensure correctness of signed/unsigned comparisons,MERGED,2024-05-16T00:14:16Z,2024-05-17T00:07:46Z,2024-05-17T00:07:46Z,2024-05-17T00:07:45Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/55,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5vutho,chore(main): release 5.1.0,MERGED,2024-05-17T00:07:55Z,2024-06-13T18:03:13Z,2024-06-13T18:03:04Z,2024-06-13T18:03:04Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/56,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5wF0pj,chore: build error with conda-forge's c stdlib dep,MERGED,2024-05-21T14:23:49Z,2024-05-21T18:29:58Z,2024-05-21T18:29:57Z,2024-05-21T18:29:57Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/57,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5wremh,chore: avoid wget ftp compat issues,MERGED,2024-05-27T15:51:12Z,2024-05-27T16:49:50Z,2024-05-27T16:49:49Z,2024-05-27T16:49:49Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/59,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5ySikC,feat: read/write files for refg name hash lookups,MERGED,2024-06-12T21:54:46Z,2024-06-13T14:27:51Z,2024-06-13T04:33:44Z,2024-06-13T04:33:44Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/62,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5yY0bV,fix: avoid accessing released memory,MERGED,2024-06-13T16:41:22Z,2024-06-13T17:32:00Z,2024-06-13T17:31:59Z,2024-06-13T17:31:59Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/63,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5zNz6f,fix: broken installation on osx-arm64,MERGED,2024-06-21T19:14:05Z,2024-06-22T01:54:18Z,2024-06-21T19:21:03Z,2024-06-21T19:21:03Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/65,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5zN16_,chore(main): release 5.1.1,MERGED,2024-06-21T19:21:13Z,2024-06-22T01:20:54Z,2024-06-22T01:20:45Z,2024-06-22T01:20:45Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/66,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c5zN8_a,fix: check genome.dna(Interval) arg type,MERGED,2024-06-21T19:47:40Z,2024-06-22T00:55:56Z,2024-06-22T00:55:55Z,2024-06-22T00:55:55Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/68,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c52Beqn,fix: assert that appris transcripts match the requested gene,MERGED,2024-07-21T20:41:14Z,2024-08-16T07:10:13Z,2024-08-16T07:10:11Z,2024-08-16T07:10:11Z,ovesh,https://github.com/deepgenomics/GenomeKit/pull/70,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c53A_jO,feat(gtrack): interval iteration,MERGED,2024-07-31T16:17:08Z,2024-08-01T13:33:54Z,2024-08-01T13:33:52Z,2024-08-01T13:33:52Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/71,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c53H1ox,chore(main): release 5.2.0,MERGED,2024-08-01T13:34:06Z,2024-08-01T20:10:46Z,2024-08-01T20:10:39Z,2024-08-01T20:10:39Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/72,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c53InCM,feat(gtrack): inplace output,MERGED,2024-08-01T15:03:58Z,2024-08-01T20:10:12Z,2024-08-01T20:10:11Z,2024-08-01T20:10:11Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/73,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c54HGNT,refactor(track): remove manual unrolling,MERGED,2024-08-12T13:45:59Z,2024-08-12T14:15:56Z,2024-08-12T14:01:43Z,2024-08-12T14:01:43Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/74,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c54HU2v,fix(track): segfault when decoding large dims,MERGED,2024-08-12T14:13:30Z,2024-08-12T14:58:04Z,2024-08-12T14:58:03Z,2024-08-12T14:58:02Z,s22chan,https://github.com/deepgenomics/GenomeKit/pull/75,deepgenomics++GenomeKit.csv
PR_kwDOLctQ6c54Hs_D,chore(main): release 5.2.1,MERGED,2024-08-12T14:58:15Z,2024-08-12T21:38:51Z,2024-08-12T21:38:44Z,2024-08-12T21:38:44Z,release-please,https://github.com/deepgenomics/GenomeKit/pull/76,deepgenomics++GenomeKit.csv
